date;cultural_venues;gastronomy;essential_retail;non-essential_retail;major_events;events_and_gatherings;public_gatherings;traceability;tourism;traveling;school_facilities;university_facilities;sport_facilities;medical_facilities;mouth_and_nose_covering;curfew;new_infections
2020-03-18;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;90
2020-03-19;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;105
2020-03-20;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;99
2020-03-21;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;60
2020-03-22;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;47
2020-03-23;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;48
2020-03-24;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;87
2020-03-25;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;77
2020-03-26;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;60
2020-03-27;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;83
2020-03-28;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;80
2020-03-29;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;56
2020-03-30;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;64
2020-03-31;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;89
2020-04-01;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;122
2020-04-02;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;70
2020-04-03;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;50
2020-04-04;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;19
2020-04-05;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;25
2020-04-06;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;40
2020-04-07;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;54
2020-04-08;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;68
2020-04-09;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_limitations;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;45
2020-04-10;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_quarantine;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;29
2020-04-11;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_quarantine;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;22
2020-04-12;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_quarantine;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;30
2020-04-13;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_quarantine;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;7
2020-04-14;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_quarantine;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;17
2020-04-15;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_quarantine;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;24
2020-04-16;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_quarantine;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;27
2020-04-17;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_quarantine;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;27
2020-04-18;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_quarantine;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;8
2020-04-19;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_quarantine;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;5
2020-04-20;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_nomedfac;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;7
2020-04-21;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_nomedfac;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;15
2020-04-22;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_nomedfac;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;20
2020-04-23;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_nomedfac;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;14
2020-04-24;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_nomedfac;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;11
2020-04-25;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_nomedfac;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;15
2020-04-26;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_nomedfac;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;7
2020-04-27;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_nomedfac;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;4
2020-04-28;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_nomedfac;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;9
2020-04-29;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_nomedfac;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;13
2020-04-30;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_nomedfac;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;18
2020-05-01;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_nomedfac;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;18
2020-05-02;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_nomedfac;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;7
2020-05-03;closed;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_nomedfac;closed;closedw/exlib;closed;limited_visits;not_mandatory;no;4
2020-05-04;closedw/exmz;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_nomedfac;closed;openw/meas;closed;limited_visits;not_mandatory;no;3
2020-05-05;closedw/exmz;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_nomedfac;closed;openw/meas;closed;limited_visits;not_mandatory;no;18
2020-05-06;closedw/exmz;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_nomedfac;closed;openw/meas;closed;limited_visits;not_mandatory;no;8
2020-05-07;closedw/exmz;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_quarantine;closed;openw/meas;closedw/expo;limited_visits;not_mandatory;no;11
2020-05-08;closedw/exmz;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_quarantine;closed;openw/meas;closedw/expo;limited_visits;not_mandatory;no;15
2020-05-09;closedw/exmz;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_quarantine;closed;openw/meas;closedw/expo;limited_visits;not_mandatory;no;3
2020-05-10;closedw/exmz;closedw/dp;openw/meas;closedw/delivery;prohibited;prohibited;prohibited_over_2;no;prohibited;ra_14d_quarantine;closed;openw/meas;closedw/expo;limited_visits;not_mandatory;no;1
2020-05-11;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;no;prohibited;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;0
2020-05-12;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;no;prohibited;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;11
2020-05-13;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;no;prohibited;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;9
2020-05-14;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;no;prohibited;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;5
2020-05-15;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;no;prohibited;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;8
2020-05-16;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;no;prohibited;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;3
2020-05-17;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;no;limited;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;10
2020-05-18;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;no;limited;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;3
2020-05-19;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;no;limited;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;6
2020-05-20;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;no;limited;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;3
2020-05-21;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;no;limited;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;5
2020-05-22;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;no;limited;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;1
2020-05-23;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;no;limited;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;8
2020-05-24;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;no;limited;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;0
2020-05-25;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;no;limited;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;3
2020-05-26;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;no;limited;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;4
2020-05-27;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;no;limited;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;6
2020-05-28;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;no;limited;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;5
2020-05-29;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;no;limited;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;7
2020-05-30;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;0
2020-05-31;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;1
2020-06-01;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;0
2020-06-02;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;1
2020-06-03;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;3
2020-06-04;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;6
2020-06-05;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;7
2020-06-06;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;8
2020-06-07;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;2
2020-06-08;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;0
2020-06-09;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;5
2020-06-10;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;10
2020-06-11;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;6
2020-06-12;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;2
2020-06-13;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;6
2020-06-14;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;7
2020-06-15;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;5
2020-06-16;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;1
2020-06-17;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;6
2020-06-18;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;6
2020-06-19;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;7
2020-06-20;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;12
2020-06-21;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;o4_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;2
2020-06-22;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;2
2020-06-23;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;2
2020-06-24;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;4
2020-06-25;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;6
2020-06-26;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;5
2020-06-27;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;0
2020-06-28;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;0
2020-06-29;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;2
2020-06-30;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;8
2020-07-01;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;4
2020-07-02;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;3
2020-07-03;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;6
2020-07-04;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;3
2020-07-05;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;1
2020-07-06;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;4
2020-07-07;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;11
2020-07-08;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;6
2020-07-09;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;19
2020-07-10;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;18
2020-07-11;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;9
2020-07-12;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;5
2020-07-13;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;6
2020-07-14;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;18
2020-07-15;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;28
2020-07-16;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;17
2020-07-17;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;22
2020-07-18;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;18
2020-07-19;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;3
2020-07-20;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;15
2020-07-21;openw/lim_100;openw/meas;openw/meas;openw/meas;prohibited;pw/ex_concert_100;allowed_2h;yes;allowed_only4;ra_14d_quarantine;openw/meas;openw/meas;openw/meas;allowed_visitsw/meas;not_mandatory;no;12
