date;cultural_venues;gastronomy;essential_retail;non-essential_retail;major_events;events_and_gatherings;public_gatherings;traceability;tourism;traveling;school_facilities;university_facilities;sport_facilities;medical_facilities;mouth_and_nose_covering;curfew;new_infections
2021-05-05;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;ra_testM_vac_10dqua;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;312
2021-05-06;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;ra_testM_vac_10dqua;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;240
2021-05-07;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;ra_testM_vac_10dqua;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;206
2021-05-08;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;ra_testM_vac_10dqua;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;250
2021-05-09;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;ra_testM_vac_10dqua;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;188
2021-05-10;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;ra_testM_vac_14dqua_noshort;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;74
2021-05-11;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;ra_testM_vac_14dqua_noshort;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;170
2021-05-12;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;ra_testM_vac_14dqua_noshort;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;194
2021-05-13;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;above canceled;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;122
2021-05-14;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;above canceled;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;68
2021-05-15;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;above canceled;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;208
2021-05-16;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;above canceled;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;295
2021-05-17;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;above canceled;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;57
2021-05-18;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;above canceled;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;174
2021-05-19;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;above canceled;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;111
2021-05-20;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;above canceled;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;108
2021-05-21;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;above canceled;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;154
2021-05-22;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;above canceled;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;87
2021-05-23;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;above canceled;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;55
2021-05-24;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;above canceled;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;77
2021-05-25;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;above canceled;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;44
2021-05-26;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;above canceled;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;84
2021-05-27;openw/appointment;closedw/dp;openw/lim_1p_10sqm;openw/app_negtst;prohibited;prohibitedw/ex_outdoors;allowed_2h_1p;yes;prohibited;above canceled;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;94
2021-05-28;openw/appointment;outside_imun/dp;openw/lim_1p_10sqm;openw/lim_ppl;prohibited;allowed_250max;allowed_2h_imun;yes;limitedw/test;ra_testM_vac_10dqua;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;58
2021-05-29;openw/appointment;outside_imun/dp;openw/lim_1p_10sqm;openw/lim_ppl;prohibited;allowed_250max;allowed_2h_imun;yes;limitedw/test;ra_testM_vac_10dqua;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;74
2021-05-30;openw/appointment;outside_imun/dp;openw/lim_1p_10sqm;openw/lim_ppl;prohibited;allowed_250max;allowed_2h_imun;yes;limitedw/test;ra_testM_vac_10dqua;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;29
2021-05-31;openw/appointment;outside_imun/dp;openw/lim_1p_10sqm;openw/lim_ppl;prohibited;allowed_250max;allowed_2h_imun;yes;limitedw/test;ra_testM_vac_10dqua;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;48
2021-06-01;openw/appointment;outside_imun/dp;openw/lim_1p_10sqm;openw/lim_ppl;prohibited;allowed_250max;allowed_2h_imun;yes;limitedw/test;ra_testM_vac_10dqua;openw/tst_vac;openw/tst_vac;closed;limited_visitsw/FFP2_test;mandatory_mixed;10pm_5am_12act;60
2021-06-02;openw/meas;openw/tst_vacc;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_500max;allowed_10ppl_3h_imm;;allowedw/test;ra_testM_vac_10dqua;openw/tst_vac;openw/tst_vac;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;74
2021-06-03;openw/meas;openw/tst_vacc;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_500max;allowed_10ppl_3h_imm;;allowedw/test;ra_testM_vac_10dqua;openw/tst_vac;openw/tst_vac;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;29
2021-06-04;openw/meas;openw/tst_vacc;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_500max;allowed_10ppl_3h_imm;;allowedw/test;ra_testM_vac_10dqua;openw/tst_vac;openw/tst_vac;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;35
2021-06-05;openw/meas;openw/tst_vacc;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_500max;allowed_10ppl_3h_imm;;allowedw/test;ra_testM_vac_10dqua;openw/tst_vac;openw/tst_vac;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;32
2021-06-06;openw/meas;openw/tst_vacc;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_500max;allowed_10ppl_3h_imm;;allowedw/test;ra_testM_vac_10dqua;openw/tst_vac;openw/tst_vac;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;18
2021-06-07;openw/meas;openw/tst_vacc;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_500max;allowed_10ppl_3h_imm;;allowedw/test;ra_testM_vac_10dqua;openw/tst_vac;openw/tst_vac;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;22
2021-06-08;openw/meas;openw/tst_vacc;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_500max;allowed_10ppl_3h_imm;;allowedw/test;ra_testM_vac_10dqua;openw/tst_vac;openw/tst_vac;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;52
2021-06-09;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;48
2021-06-10;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;50
2021-06-11;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;26
2021-06-12;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;18
2021-06-13;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;18
2021-06-14;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;23
2021-06-15;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;20
2021-06-16;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;22
2021-06-17;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;15
2021-06-18;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;20
2021-06-19;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;18
2021-06-20;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;12
2021-06-21;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;6
2021-06-22;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;12
2021-06-23;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;19
2021-06-24;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/FFP2_test;mandatory_mixed;no;20
2021-06-25;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;13
2021-06-26;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;14
2021-06-27;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;9
2021-06-28;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;21
2021-06-29;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;11
2021-06-30;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;25
2021-07-01;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;18
2021-07-02;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;14
2021-07-03;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;16
2021-07-04;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;19
2021-07-05;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;7
2021-07-06;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;22
2021-07-07;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;36
2021-07-08;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;25
2021-07-09;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;33
2021-07-10;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;30
2021-07-11;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;16
2021-07-12;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;28
2021-07-13;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;44
2021-07-14;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;45
2021-07-15;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;31
2021-07-16;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;34
2021-07-17;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;69
2021-07-18;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;24
2021-07-19;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;36
2021-07-20;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;40
2021-07-21;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;53
2021-07-22;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;81
2021-07-23;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;68
2021-07-24;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;56
2021-07-25;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;27
2021-07-26;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;18
2021-07-27;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;82
2021-07-28;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;65
2021-07-29;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;74
2021-07-30;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100ppl_tst_imm;;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;50
2021-07-31;openw/meas;openw/meas;openw/tst_vacc;openw/lim_ppl;sport_1000;allowed_1000max;allowed_100pplw/tst_imm;yes;allowed;ra_testM_vac_10dqua;open;open;openw/limit;limited_visitsw/mask_test;mandatory_medical;no;84
